subject,trial,rt,choice,item_value_0,item_value_1,gaze_0,gaze_1
14,81,2269,1,2,4,0.47310757,0.52689243
14,82,3319,1,0,0,0.565789474,0.434210526
14,83,2630,1,0,4,0.339889851,0.660110149
14,84,4088,1,4,3,0.353881279,0.646118721
14,85,1656,0,3,3,0.689009662,0.310990338
14,86,2743,1,4,5,0.378009631,0.621990369
14,87,2090,0,3,1,0.770334928,0.229665072
14,88,2497,1,2,4,0.34513671,0.65486329
14,89,3452,1,1,3,0.414094169,0.585905831
14,90,1385,0,5,2,0.685413005,0.314586995
14,91,1457,0,3,3,0.665254237,0.334745763
14,92,2053,1,3,4,0.369899311,0.630100689
14,93,1590,0,3,3,0.617021277,0.382978723
14,94,1725,0,4,3,0.542606516,0.457393484
14,95,3526,0,3,4,0.51018974,0.48981026
14,96,1481,0,4,4,0.729912221,0.270087779
14,97,4475,0,3,3,0.599505562,0.400494438
14,98,2768,1,1,3,0.532783505,0.467216495
14,99,2070,1,0,1,0.486248625,0.513751375
14,100,1682,0,2,0,0.579072533,0.420927467
14,101,2798,0,4,4,0.581081081,0.418918919
14,102,2243,1,3,4,0.562193928,0.437806072
14,103,2567,0,4,2,0.795134443,0.204865557
14,104,2400,0,3,2,0.577894235,0.422105765
14,105,1727,0,4,1,0.77100271,0.22899729
14,106,1333,0,3,3,0.653413353,0.346586647
14,107,1451,0,4,4,0.614059269,0.385940731
14,108,3171,0,3,1,0.561967833,0.438032167
14,109,1823,1,0,3,0.465167307,0.534832693
14,110,1639,0,3,3,0.638297872,0.361702128
14,111,1509,1,0,3,0.400265076,0.599734924
14,112,1789,1,0,4,0.552263835,0.447736165
14,113,1537,0,3,0,0.581001952,0.418998048
14,114,1819,1,2,2,0.364444444,0.635555556
14,115,1500,1,2,1,0.350666667,0.649333333
14,116,1563,0,3,2,0.604606526,0.395393474
14,117,1570,0,3,3,0.57388535,0.42611465
14,118,1690,1,1,4,0.41183432,0.58816568
14,119,1511,1,3,5,0.532428356,0.467571644
15,0,5398,0,2,3,0.767764986,0.232235014
15,1,3681,0,4,3,0.656613915,0.343386085
15,2,10254,1,3,2,0.780963526,0.219036474
15,3,7236,1,2,2,0.353419705,0.646580295
15,4,3581,1,2,4,0.347020685,0.652979315
15,5,6010,0,3,2,0.514475874,0.485524126
15,6,2128,0,5,2,0.573778195,0.426221805
15,7,3927,1,2,5,0.605551311,0.394448689
15,8,2434,0,5,2,0.682826623,0.317173377
15,9,2731,1,2,4,0.287806664,0.712193336
15,10,3431,0,2,2,0.465170504,0.534829496
15,11,5329,1,2,2,0.246342428,0.753657572
15,12,2264,0,4,2,0.508392226,0.491607774
15,13,4634,0,2,2,0.317004748,0.682995252
15,14,4420,1,2,2,0.188235294,0.811764706
15,15,4781,0,3,3,0.56603352,0.43396648
15,16,2578,1,2,3,0.235065943,0.764934057
15,17,1730,0,3,2,0.693063584,0.306936416
15,18,4365,1,2,2,0.473768614,0.526231386
15,19,6379,0,4,3,0.354287506,0.645712494
15,20,5608,1,3,2,0.164407989,0.835592011
15,21,2135,0,5,3,0.51147541,0.48852459
15,22,4357,1,2,2,0.488605734,0.511394266
15,23,5648,0,2,2,0.727514164,0.272485836
15,24,3293,1,2,3,0.252049803,0.747950197
15,25,4716,0,2,2,0.408184902,0.591815098
15,26,2743,1,2,2,0.279985417,0.720014583
15,27,9481,1,4,4,0.453960553,0.546039447
15,28,2364,0,2,2,0.732656514,0.267343486
15,29,3458,1,2,2,0.252168884,0.747831116
15,30,4363,0,3,2,0.682557873,0.317442127
15,31,4529,0,4,2,0.437899219,0.562100781
15,32,5752,0,2,3,0.533901252,0.466098748
15,33,3636,1,2,5,0.298679868,0.701320132
15,34,2780,0,2,2,0.626258993,0.373741007
15,35,2434,1,2,3,0.338756779,0.661243221
15,36,6016,1,2,5,0.395596591,0.604403409
15,37,3525,1,2,2,0.497021277,0.502978723
15,38,13395,0,2,2,0.409107876,0.590892124
15,39,4722,0,3,2,0.365523083,0.634476917
15,40,2537,1,3,2,0.511627907,0.488372093
15,41,2947,1,3,4,0.435018663,0.564981337
15,42,1619,0,2,2,0.518838789,0.481161211
15,43,1767,1,2,3,0.373514431,0.626485569
15,44,1357,0,5,2,0.678703021,0.321296979
15,45,2327,1,3,5,0.550064461,0.449935539
15,46,1295,0,4,3,0.692664093,0.307335907
15,47,1505,0,2,3,0.568106312,0.431893688
15,48,1539,0,3,2,0.741390513,0.258609487
15,49,1917,1,2,4,0.362023996,0.637976004
15,50,1641,0,4,2,0.607675906,0.392324094
15,51,5970,1,4,4,0.662646566,0.337353434
15,52,1399,0,5,2,0.530378842,0.469621158
15,53,2385,1,2,2,0.330398323,0.669601677
15,54,2077,1,2,2,0.378430429,0.621569571
15,55,3838,0,2,2,0.871808233,0.128191767
15,56,2894,0,2,2,0.788918206,0.211081794
15,57,3646,0,2,2,0.640976413,0.359023587
15,58,2923,1,2,3,0.509266123,0.490733877
15,59,1362,0,4,2,0.603524229,0.396475771
15,60,1653,1,2,4,0.457350272,0.542649728
15,61,2215,0,2,2,0.819413093,0.180586907
15,62,1651,0,2,2,0.627498486,0.372501514
15,63,1286,0,5,2,0.638413686,0.361586314
15,64,1974,1,3,5,0.337386018,0.662613982
15,65,1744,1,2,4,0.430786904,0.569213096
15,66,2072,1,3,3,0.377413127,0.622586873
15,67,2848,1,2,4,0.537017357,0.462982643
15,68,2096,1,2,2,0.351145038,0.648854962
15,69,2181,1,2,2,0.297111417,0.702888583
15,70,1402,0,2,2,0.659771755,0.340228245
15,71,2439,0,3,2,0.540433053,0.459566947
15,72,1342,0,4,3,0.625931446,0.374068554
15,73,1279,0,5,2,0.594996091,0.405003909
15,74,1656,0,2,2,0.733695652,0.266304348
15,75,3002,1,2,3,0.349801659,0.650198341
15,76,1997,1,2,3,0.358537807,0.641462193
15,77,2417,1,2,2,0.487447699,0.512552301
15,78,1851,1,2,5,0.41815235,0.58184765
15,79,5824,1,2,2,0.494612622,0.505387378
15,80,5859,0,2,2,0.748265433,0.251734567
15,81,3315,1,2,2,0.483305785,0.516694215
15,82,2559,0,5,3,0.78777443,0.21222557
15,83,4225,0,3,4,0.575621302,0.424378698
15,84,2053,0,2,2,0.757915246,0.242084754
15,85,2050,1,2,2,0.456886898,0.543113102
15,86,1325,0,4,2,0.631698113,0.368301887
15,87,1781,1,2,2,0.417742841,0.582257159
15,88,2057,1,2,2,0.429752066,0.570247934
15,89,2343,0,2,2,0.582586428,0.417413572
15,90,1676,1,2,4,0.484486874,0.515513126
15,91,7734,0,3,2,0.70480993,0.29519007
15,92,1523,0,4,2,0.671700591,0.328299409
15,93,1913,1,2,5,0.284370099,0.715629901
15,94,3258,1,2,2,0.223002634,0.776997366
15,95,1869,1,3,2,0.411985019,0.588014981
15,96,1785,1,2,3,0.307002801,0.692997199
15,97,1864,0,2,2,0.776287554,0.223712446
15,98,1620,1,3,4,0.434567901,0.565432099
15,99,1421,0,2,2,0.708655876,0.291344124
15,100,2821,1,2,3,0.221273568,0.778726432
15,101,1837,0,4,2,0.707675558,0.292324442
15,102,2143,0,2,2,0.790480635,0.209519365
15,103,2303,1,2,5,0.31626964,0.68373036
15,104,1635,0,2,2,0.735779817,0.264220183
15,105,1685,1,2,2,0.44272997,0.55727003
15,106,1497,0,2,3,0.692718771,0.307281229
15,107,1461,1,2,5,0.410677618,0.589322382
15,108,1409,0,3,2,0.624556423,0.375443577
15,109,1371,0,3,2,0.668125456,0.331874544
15,110,2282,1,2,2,0.400525855,0.599474145
15,111,1547,1,2,2,0.456367162,0.543632838
15,112,1484,1,2,3,0.413746631,0.586253369
15,113,2392,1,3,2,0.402111324,0.597888676
15,114,1386,0,4,2,0.564935065,0.435064935
15,115,1743,1,2,5,0.423407917,0.576592083
15,116,1569,1,3,4,0.455066922,0.544933078
15,117,1427,0,5,2,0.583041345,0.416958655
15,118,2294,1,2,4,0.51767787,0.48232213
15,119,1490,0,5,2,0.551006711,0.448993289
16,0,5625,1,5,5,0.58028169,0.41971831
16,1,3011,0,5,2,0.717372515,0.282627485
16,2,2836,0,5,0,0.753878702,0.246121298
16,3,2489,0,4,0,0.725994375,0.274005625
16,4,2592,1,4,2,0.415891801,0.584108199
16,5,6979,1,0,2,0.463763353,0.536236647
16,6,2678,0,5,0,0.77811666,0.22188334
16,7,2408,1,0,5,0.462352941,0.537647059
16,8,5748,0,0,2,0.625771325,0.374228675
16,9,2369,0,4,0,0.526694045,0.473305955
16,10,2099,1,0,4,0.310326378,0.689673622
16,11,2751,0,5,0,0.559557921,0.440442079
16,12,6040,1,5,4,0.533587258,0.466412742
16,13,3337,0,5,2,0.819245774,0.180754226
16,14,3756,0,5,2,0.722884725,0.277115275
16,15,5066,0,2,2,0.683379392,0.316620608
16,16,1630,1,0,5,0.346153846,0.653846154
16,17,4238,0,5,5,0.706937235,0.293062765
16,18,5891,0,2,2,0.673932306,0.326067694
16,19,5531,1,4,5,0.204258526,0.795741474
16,20,4735,0,0,0,0.604932735,0.395067265
16,21,4583,0,2,0,0.698995194,0.301004806
16,22,2663,0,5,2,0.68045977,0.31954023
16,23,1640,1,0,2,0.415147265,0.584852735
16,24,1840,1,0,5,0.535326087,0.464673913
16,25,3607,1,0,0,0.281894798,0.718105202
16,26,6972,1,0,0,0.604130809,0.395869191
16,27,2353,0,5,0,0.707930368,0.292069632
16,28,1913,1,2,4,0.45060115,0.54939885
16,29,1857,1,0,0,0.397590361,0.602409639
16,30,2072,1,0,5,0.33882888,0.66117112
16,31,3879,0,0,0,0.578803606,0.421196394
16,32,1814,0,5,4,0.6030871,0.3969129
16,33,1994,0,0,0,0.529812606,0.470187394
16,34,3409,0,2,0,0.662070989,0.337929011
16,35,1475,1,0,2,0.341694915,0.658305085
16,36,6676,1,0,0,0.518029768,0.481970232
16,37,3013,0,0,0,0.712518195,0.287481805
16,38,2350,0,5,0,0.690721649,0.309278351
16,39,2477,1,0,4,0.513140312,0.486859688
16,40,1774,1,2,5,0.525930101,0.474069899
16,41,1889,0,2,4,0.592549476,0.407450524
16,42,1475,1,0,4,0.388625592,0.611374408
16,43,3620,0,0,0,0.607438017,0.392561983
16,44,4655,1,2,0,0.272296229,0.727703771
16,45,1990,0,0,0,0.535365152,0.464634848
16,46,1708,1,0,0,0.475995316,0.524004684
16,47,1510,1,4,4,0.38366718,0.61633282
16,48,1843,0,4,0,0.622871046,0.377128954
16,49,3003,0,5,5,0.652205091,0.347794909
16,50,1585,1,0,5,0.329337539,0.670662461
16,51,1568,0,5,0,0.650289017,0.349710983
16,52,1692,1,2,5,0.327913279,0.672086721
16,53,1234,1,2,5,0.386915888,0.613084112
16,54,1422,0,4,0,0.639943741,0.360056259
16,55,1365,1,2,0,0.351648352,0.648351648
16,56,1767,0,0,2,0.659309564,0.340690436
16,57,4305,0,4,0,0.805257312,0.194742688
16,58,1648,1,0,0,0.400546822,0.599453178
16,59,1798,1,0,5,0.462200369,0.537799631
16,60,1422,1,2,2,0.397009967,0.602990033
16,61,2184,0,5,2,0.683887468,0.316112532
16,62,4273,0,0,0,0.540173053,0.459826947
16,63,1511,1,2,5,0.418266049,0.581733951
16,64,3052,1,4,5,0.429665738,0.570334262
16,65,2488,1,0,0,0.428131868,0.571868132
16,66,2853,1,0,2,0.454959692,0.545040308
16,67,2000,0,5,0,0.618672666,0.381327334
16,68,1609,1,0,5,0.454676259,0.545323741
16,69,2723,0,0,0,0.74356945,0.25643055
16,70,3316,0,2,0,0.534077201,0.465922799
16,71,1875,0,2,0,0.668923077,0.331076923
16,72,1548,1,2,5,0.575757576,0.424242424
16,73,1897,1,0,2,0.309653916,0.690346084
16,74,1611,1,0,5,0.501802451,0.498197549
16,75,1580,1,4,5,0.487369985,0.512630015
16,76,2759,1,0,0,0.442443226,0.557556774
16,77,3632,0,4,0,0.511254019,0.488745981
16,78,2008,1,0,5,0.257968127,0.742031873
16,79,6381,1,2,0,0.39147469,0.60852531
16,80,3125,0,0,0,0.646334639,0.353665361
16,81,1659,0,5,0,0.684495599,0.315504401
16,82,1512,0,5,2,0.547619048,0.452380952
16,83,3430,1,0,2,0.550945699,0.449054301
16,84,1727,1,4,5,0.332368269,0.667631731
16,85,1074,0,0,0,0.702048417,0.297951583
16,86,1689,0,5,0,0.661517797,0.338482203
16,87,1883,1,0,5,0.308056872,0.691943128
16,88,5919,0,0,2,0.669031931,0.330968069
16,89,3246,1,0,2,0.505237215,0.494762785
16,90,1562,1,2,0,0.297055058,0.702944942
16,91,1391,0,4,4,0.646297628,0.353702372
16,92,1656,1,0,4,0.358695652,0.641304348
16,93,1455,1,2,0,0.360137457,0.639862543
16,94,1239,0,5,0,0.604519774,0.395480226
16,95,2428,1,0,0,0.598023064,0.401976936
16,96,1316,0,2,0,0.676291793,0.323708207
16,97,1329,1,0,5,0.394927536,0.605072464
16,98,1224,0,5,2,0.64624183,0.35375817
16,99,2683,1,0,0,0.490596238,0.509403762
16,100,2001,1,0,5,0.460769615,0.539230385
16,101,2319,1,0,4,0.428633031,0.571366969
16,102,1274,0,5,0,0.639717425,0.360282575
16,103,1627,1,2,5,0.394591272,0.605408728
16,104,2387,1,5,5,0.418935903,0.581064097
16,105,1711,1,0,5,0.320280538,0.679719462
16,106,1138,0,0,0,0.623022847,0.376977153
16,107,1113,0,2,0,0.521114106,0.478885894
16,108,1730,1,2,5,0.30867052,0.69132948
16,109,2343,0,5,4,0.632522407,0.367477593
16,110,1093,0,4,2,0.617566331,0.382433669
16,111,5067,1,0,0,0.412472864,0.587527136
16,112,2320,0,5,4,0.701662708,0.298337292
16,113,2060,0,5,0,0.677314564,0.322685436
16,114,1437,0,5,0,0.646003263,0.353996737
16,115,1630,1,0,0,0.343558282,0.656441718
16,116,2931,1,2,2,0.416922552,0.583077448
16,117,3606,0,0,2,0.822354694,0.177645306
16,118,1686,1,0,4,0.313858696,0.686141304
16,119,1836,1,0,0,0.381263617,0.618736383
17,0,3613,1,1,3,0.371707606,0.628292394
17,1,2184,1,2,3,0.320512821,0.679487179
17,2,2622,1,3,4,0.504958047,0.495041953
17,3,2160,1,1,3,0.464814815,0.535185185
17,4,2022,0,3,1,0.70240481,0.29759519
17,5,1503,0,5,5,0.610778443,0.389221557
17,6,1644,0,4,3,0.625304136,0.374695864
17,7,2063,1,2,4,0.515753757,0.484246243
17,8,5256,1,1,2,0.62835703,0.37164297
17,9,1899,1,1,4,0.421274355,0.578725645
17,10,2077,1,1,4,0.429465575,0.570534425
17,11,1437,0,4,1,0.589422408,0.410577592
17,12,1179,0,4,1,0.545377439,0.454622561
17,13,3993,1,1,1,0.49135988,0.50864012
17,14,2048,1,4,3,0.37109375,0.62890625
17,15,2449,0,4,2,0.749100719,0.250899281
17,16,4422,1,3,4,0.514699231,0.485300769
17,17,2228,0,4,1,0.752244165,0.247755835
17,18,1824,1,1,4,0.410087719,0.589912281
17,19,1981,1,3,3,0.395759717,0.604240283
17,20,1806,0,3,2,0.688261351,0.311738649
17,21,5094,0,1,1,0.786945813,0.213054187
17,22,4230,0,1,1,0.683523654,0.316476346
17,23,1933,1,1,2,0.460473168,0.539526832
17,24,2190,0,4,2,0.755251142,0.244748858
17,25,1817,1,4,4,0.410566868,0.589433132
17,26,1841,1,1,3,0.420423683,0.579576317
17,27,2065,0,4,1,0.78334304,0.21665696
17,28,1862,0,4,4,0.542427497,0.457572503
17,29,3807,0,2,1,0.666141319,0.333858681
17,30,1309,0,4,1,0.605960265,0.394039735
17,31,1948,1,4,4,0.30698152,0.69301848
17,32,1893,1,5,2,0.385311336,0.614688664
17,33,6052,1,1,2,0.387748233,0.612251767
17,34,2050,1,2,5,0.352195122,0.647804878
17,35,2261,1,4,4,0.417715148,0.582284852
17,36,1836,1,1,3,0.41503268,0.58496732
17,37,2129,1,1,2,0.49882574,0.50117426
17,38,6925,0,2,2,0.733862816,0.266137184
17,39,1485,0,4,3,0.604040404,0.395959596
17,40,7736,1,1,4,0.136588818,0.863411182
17,41,2374,1,2,1,0.497625831,0.502374169
17,42,4206,1,1,2,0.684318766,0.315681234
17,43,1951,1,5,5,0.349282297,0.650717703
17,44,3179,0,3,1,0.7687217,0.2312783
17,45,1698,0,2,5,0.670406732,0.329593268
17,46,1479,0,3,2,0.676808654,0.323191346
17,47,2854,1,2,4,0.249230769,0.750769231
17,48,1524,0,4,3,0.619422572,0.380577428
17,49,1705,1,3,2,0.319061584,0.680938416
17,50,2357,1,1,2,0.401357658,0.598642342
17,51,2471,1,2,4,0.358371041,0.641628959
17,52,1658,1,1,4,0.353437877,0.646562123
17,53,2018,1,3,4,0.27444795,0.72555205
17,54,2153,1,1,1,0.457965629,0.542034371
17,55,2505,0,5,2,0.754666667,0.245333333
17,56,1749,0,4,4,0.617102744,0.382897256
17,57,1330,0,3,1,0.592621061,0.407378939
17,58,2261,1,1,4,0.511278195,0.488721805
17,59,1276,0,2,1,0.526645768,0.473354232
17,60,1850,0,4,4,0.599496222,0.400503778
17,61,1338,0,4,2,0.591985428,0.408014572
17,62,1802,1,1,4,0.392896781,0.607103219
17,63,1548,0,4,2,0.587671233,0.412328767
17,64,1653,1,2,4,0.360556564,0.639443436
17,65,1296,0,3,3,0.651724138,0.348275862
17,66,2316,1,2,2,0.41537133,0.58462867
17,67,1800,1,1,3,0.462222222,0.537777778
17,68,1952,0,4,1,0.65727459,0.34272541
17,69,2198,1,3,3,0.204660588,0.795339412
17,70,8469,1,4,4,0.501728395,0.498271605
17,71,3221,1,4,4,0.276400679,0.723599321
17,72,2501,1,1,2,0.419263456,0.580736544
17,73,3300,0,1,1,0.39030303,0.60969697
17,74,2085,0,3,1,0.599208313,0.400791687
17,75,2036,0,4,1,0.72454448,0.27545552
17,76,2634,0,3,4,0.593394077,0.406605923
17,77,1993,1,1,3,0.332162569,0.667837431
17,78,2085,1,3,4,0.336065574,0.663934426
17,79,2438,0,2,2,0.762920427,0.237079573
17,80,2027,1,1,4,0.32388664,0.67611336
17,81,1926,0,3,3,0.74662513,0.25337487
17,82,1072,0,2,1,0.519589552,0.480410448
17,83,1082,0,4,1,0.53974122,0.46025878
17,84,3030,0,2,1,0.832673267,0.167326733
17,85,2328,1,1,1,0.444158076,0.555841924
17,86,1446,0,4,3,0.561643836,0.438356164
17,87,2191,1,2,4,0.322227293,0.677772707
17,88,2558,0,1,1,0.517200938,0.482799062
17,89,1858,1,1,4,0.360602799,0.639397201
17,90,7679,0,1,1,0.528844902,0.471155098
17,91,2363,1,1,3,0.289398281,0.710601719
17,92,1292,0,3,1,0.511825922,0.488174078
17,93,1551,1,3,4,0.368794326,0.631205674
17,94,1420,0,4,1,0.606338028,0.393661972
17,95,3093,1,1,4,0.412451362,0.587548638
17,96,1745,0,4,4,0.623495702,0.376504298
17,97,1592,0,4,2,0.678644068,0.321355932
17,98,1259,0,4,1,0.529785544,0.470214456
17,99,2554,0,4,4,0.725622626,0.274377374
17,100,1967,1,4,3,0.471784443,0.528215557
17,101,1965,0,4,4,0.294147583,0.705852417
17,102,1973,1,1,4,0.422367638,0.577632362
17,103,3087,1,2,3,0.324912281,0.675087719
17,104,1736,1,2,4,0.306451613,0.693548387
17,105,2558,0,4,4,0.797107115,0.202892885
17,106,1717,1,4,4,0.363424578,0.636575422
17,107,2571,1,2,4,0.420847919,0.579152081
17,108,5917,0,2,1,0.590816515,0.409183485
17,109,1422,0,2,1,0.642053446,0.357946554
17,110,1736,1,2,2,0.381336406,0.618663594
17,111,1255,0,4,2,0.630278884,0.369721116
17,112,2394,0,4,2,0.586466165,0.413533835
17,113,1324,0,3,1,0.632930514,0.367069486
17,114,1903,1,4,4,0.506568576,0.493431424
17,115,1909,1,1,2,0.39055794,0.60944206
17,116,1671,0,3,1,0.70773639,0.29226361
17,117,1361,0,2,3,0.599559148,0.400440852
17,118,1646,0,2,1,0.682867558,0.317132442
17,119,1505,0,4,1,0.579293344,0.420706656
18,0,2297,1,5,2,0.380849919,0.619150081
18,1,4812,1,3,0,0.354547671,0.645452329
18,2,5754,0,5,5,0.232012513,0.767987487
18,3,2440,0,3,2,0.604914005,0.395085995
18,4,1998,0,2,2,0.611111111,0.388888889
18,5,2974,0,5,5,0.703831418,0.296168582
18,6,2795,0,5,2,0.484794275,0.515205725
18,7,2195,1,2,3,0.42095672,0.57904328
18,8,2399,1,5,3,0.345977491,0.654022509
18,9,2914,1,3,0,0.529169526,0.470830474
18,10,1593,0,3,0,0.585059636,0.414940364
18,11,2069,1,0,2,0.475592073,0.524407927
18,12,2134,0,0,0,0.532333646,0.467666354
18,13,2582,0,3,3,0.728117738,0.271882262
18,14,2708,1,0,2,0.322747415,0.677252585
18,15,2144,0,3,5,0.585354478,0.414645522
18,16,1796,1,2,0,0.434298441,0.565701559
18,17,1410,0,0,5,0.588652482,0.411347518
18,18,3040,0,0,3,0.912844037,0.087155963
18,19,1945,0,2,2,0.681233933,0.318766067
18,20,2467,0,5,2,0.732063235,0.267936765
18,21,2359,0,2,0,0.712750366,0.287249634
18,22,3682,1,5,2,0.427550729,0.572449271
18,23,2236,0,0,0,0.647584973,0.352415027
18,24,2354,0,0,0,0.728122345,0.271877655
18,25,2460,1,2,2,0.48699187,0.51300813
18,26,1666,0,5,3,0.530612245,0.469387755
18,27,1422,0,3,0,0.46835443,0.53164557
18,28,1239,0,5,2,0.515738499,0.484261501
18,29,2887,1,2,0,0.458607551,0.541392449
18,30,2156,0,0,5,0.544990724,0.455009276
18,31,2944,1,5,2,0.506686478,0.493313522
18,32,2406,1,0,5,0.326292135,0.673707865
18,33,1488,0,0,0,0.502016129,0.497983871
18,34,3311,1,0,5,0.531060606,0.468939394
18,35,1422,0,3,3,0.532348805,0.467651195
18,36,1930,1,2,5,0.370984456,0.629015544
18,37,2048,1,5,0,0.3203125,0.6796875
18,38,3073,0,0,2,0.600835946,0.399164054
18,39,2500,0,0,5,0.663793103,0.336206897
18,40,3978,1,5,0,0.235559312,0.764440688
18,41,2441,1,5,5,0.412935323,0.587064677
18,42,3181,0,0,0,0.676406136,0.323593864
18,43,2043,1,3,5,0.374938815,0.625061185
18,44,2880,1,0,0,0.270138889,0.729861111
18,45,2321,0,5,0,0.668246445,0.331753555
18,46,1427,0,3,5,0.557112824,0.442887176
18,47,1922,1,2,5,0.508844953,0.491155047
18,48,1869,1,2,5,0.376672017,0.623327983
18,49,1363,0,0,3,0.464416728,0.535583272
18,50,2525,1,2,2,0.481584158,0.518415842
18,51,2899,1,2,5,0.468725257,0.531274743
18,52,2027,1,2,5,0.403002309,0.596997691
18,53,1536,1,3,5,0.549479167,0.450520833
18,54,2356,1,3,0,0.387096774,0.612903226
18,55,1644,1,5,2,0.639118457,0.360881543
18,56,1708,0,0,5,0.482165605,0.517834395
18,57,2085,0,3,0,0.620143885,0.379856115
18,58,1578,0,5,2,0.605196451,0.394803549
18,59,1910,0,0,2,0.628330084,0.371669916
18,60,1469,0,0,2,0.622872703,0.377127297
18,61,3235,1,2,3,0.226365718,0.773634282
18,62,2905,1,5,2,0.309810671,0.690189329
18,63,2275,0,2,0,0.424502955,0.575497045
18,64,1493,1,0,3,0.49564635,0.50435365
18,65,2797,0,2,5,0.591639871,0.408360129
18,66,4786,0,3,0,0.714603616,0.285396384
18,67,2506,1,0,0,0.40617901,0.59382099
18,68,3871,1,0,2,0.248495946,0.751504054
18,69,3057,1,0,2,0.310393258,0.689606742
18,70,2281,0,0,2,0.900928793,0.099071207
18,71,2302,0,2,5,0.312244898,0.687755102
18,72,1903,1,5,0,0.421439832,0.578560168
18,73,2072,1,0,5,0.343690552,0.656309448
18,74,2793,0,5,5,0.757264957,0.242735043
18,75,1837,1,0,3,0.528301887,0.471698113
18,76,2656,1,0,3,0.330670927,0.669329073
18,77,9979,0,0,0,0.560844925,0.439155075
18,78,3219,1,0,2,0.593586875,0.406413125
18,79,5373,1,5,3,0.137101624,0.862898376
18,80,4082,0,2,0,0.44855463,0.55144537
18,81,2163,0,5,3,0.59708193,0.40291807
18,82,2184,0,2,0,0.717520216,0.282479784
18,83,3654,0,2,0,0.58,0.42
18,84,2203,1,0,0,0.349892009,0.650107991
18,85,2279,1,5,0,0.269076305,0.730923695
18,86,2094,0,5,2,0.44820296,0.55179704
18,87,1669,1,5,3,0.377622378,0.622377622
18,88,1528,1,3,0,0.42473822,0.57526178
18,89,2125,0,0,2,0.537017727,0.462982273
18,90,1882,1,3,5,0.281602003,0.718397997
18,91,4247,0,5,2,0.834761905,0.165238095
18,92,3677,1,0,2,0.670038679,0.329961321
18,93,4463,0,3,3,0.425012213,0.574987787
18,94,1515,0,2,5,0.435643564,0.564356436
18,95,1873,1,0,3,0.288841431,0.711158569
18,96,1803,1,5,5,0.364392679,0.635607321
18,97,2140,0,3,5,0.594444444,0.405555556
18,98,2202,0,5,5,0.58993135,0.41006865
18,99,1730,1,0,3,0.397687861,0.602312139
18,100,2233,1,2,2,0.325831703,0.674168297
18,101,1721,0,0,5,0.410090556,0.589909444
18,102,2022,1,3,3,0.470734745,0.529265255
18,103,4752,0,5,0,0.731913005,0.268086995
18,104,2086,1,0,5,0.343941932,0.656058068
18,105,1654,0,3,2,0.430284858,0.569715142
18,106,1820,0,2,5,0.398659966,0.601340034
18,107,2117,0,5,0,0.446135831,0.553864169
18,108,5365,1,5,0,0.128994083,0.871005917
18,109,2423,0,2,0,0.692618807,0.307381193
18,110,2918,1,2,0,0.241527074,0.758472926
18,111,2160,1,5,3,0.382536383,0.617463617
18,112,2741,0,0,0,0.608643457,0.391356543
18,113,3160,0,0,3,0.597887324,0.402112676
18,114,7142,1,2,0,0.087947407,0.912052593
18,115,1417,1,2,5,0.517290049,0.482709951
18,116,2151,1,2,0,0.633658763,0.366341237
18,117,2336,1,2,5,0.416498994,0.583501006
18,118,1830,0,5,0,0.704044118,0.295955882
18,119,3016,0,2,2,0.567639257,0.432360743
19,0,2332,0,1,1,0.621724631,0.378275369
19,1,1728,1,1,5,0.336686787,0.663313213
19,2,1884,0,2,1,0.704883227,0.295116773
19,3,2489,0,1,1,0.565704438,0.434295562
19,4,1757,0,5,5,0.65805169,0.34194831
19,5,1703,1,5,1,0.532637076,0.467362924
19,6,1493,1,5,1,0.348292029,0.651707971
19,7,1569,1,1,1,0.392606756,0.607393244
19,8,1847,1,5,5,0.396166134,0.603833866
19,9,3753,0,5,2,0.452889268,0.547110732
19,10,1403,0,5,0,0.717196414,0.282803586
19,11,2108,0,1,2,0.463866584,0.536133416
19,12,1887,1,1,5,0.482758621,0.517241379
19,13,2060,1,1,1,0.385436893,0.614563107
19,14,1800,0,1,2,0.603063178,0.396936822
19,15,1327,0,5,0,0.706202394,0.293797606
19,16,1502,0,1,1,0.610837438,0.389162562
19,17,1114,0,1,4,0.577199282,0.422800718
19,18,1230,0,5,5,0.558536585,0.441463415
19,19,1774,1,1,3,0.445019405,0.554980595
19,20,2306,0,1,1,0.772333044,0.227666956
19,21,1324,0,5,1,0.645849802,0.354150198
19,22,2261,1,1,1,0.58,0.42
19,23,1877,0,1,1,0.781924198,0.218075802
19,24,1773,1,5,1,0.455483871,0.544516129
19,25,1635,0,1,5,0.586206897,0.413793103
19,26,1422,1,5,1,0.448663854,0.551336146
19,27,1797,1,2,4,0.394260761,0.605739239
19,28,1751,1,1,5,0.388349515,0.611650485
19,29,2013,1,2,2,0.48716486,0.51283514
19,30,1426,0,1,1,0.698765432,0.301234568
19,31,1467,0,4,1,0.575020276,0.424979724
19,32,1364,0,5,2,0.574123989,0.425876011
19,33,1782,1,0,1,0.442558747,0.557441253
19,34,1608,1,1,5,0.308457711,0.691542289
19,35,1415,0,5,4,0.663265306,0.336734694
19,36,2360,0,2,0,0.803278689,0.196721311
19,37,1688,0,1,1,0.618206522,0.381793478
19,38,1489,0,0,1,0.589285714,0.410714286
